,Rank,Artist,Album,Year,id,genre,followers,popularity,rank,album_id
102,98,Todd Terje, It’s Album Time ,2014,49gaZqfow2v8EEQmjGyEIw,"['alternative dance', 'balearic', 'deep house', 'electronica', 'new rave', 'norwegian space disco', 'nu disco']",188068,54,98,4pefQ21iSk8hdnxw3WSB5Y
103,97,The War on Drugs, Lost in the Dream ,2014,6g0mn3tzAds6aVeUYRsryU,"['indie rock', 'modern rock', 'philly indie']",599619,63,97,14xxjLlbGy8ACm4MorBjD5
104,96,Low, Double Negative ,2018,0wz0jO9anccPzH04N7FLBH,"['alternative rock', 'art pop', 'chamber psych', 'dream pop', 'duluth indie', 'freak folk', 'melancholia', 'slowcore']",144115,51,96,1zTkgOHx3mjrUvrhxq4osf
105,95,Jai Paul, Leak 04-13 (Bait Ones) ,2019,53wZLCnhshZKDRs3uopFBc,"['art pop', 'chillwave', 'electronica', 'electropop', 'escape room', 'indie r&b', 'indie soul', 'indietronica']",129775,55,95,6Wsai43KQmmKlN29AWlXFr
106,94,Vampire Weekend, Contra ,2010,5BvJzeQpmsdsFp4HGUYUEx,"['baroque pop', 'indie pop', 'indie rock', 'modern rock', 'rock']",1586365,72,94,23dMwCv6redn6pcyliSlGk
107,93,Tirzah, Devotion ,2018,6f5lOlSFJw9K79gaNnmWAd,"['alternative r&b', 'art pop', 'chamber psych', 'electra', 'electronica', 'electropop', 'escape room', 'experimental pop', 'indie r&b', 'indie soul', 'uk contemporary r&b']",52748,52,93,15GocbF7ybkkPP03YXtLqv
108,92,JAY-Z, Watch the Throne ,2011,3nFkdlSjzX9mRTtwJOzDYB,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",5440745,85,92,2P2Xwvh2xWXIZ1OWY9S9o5
109,91,Bon Iver," 22, A Million ",2016,4LEiUm1SRbFMgfqnQTwUbQ,"['eau claire indie', 'indie folk', 'melancholia', 'slowcore']",2664676,76,91,1PgfRdl3lPyACfUGH4pquG
110,90,Joyce Manor, Never Hungover Again ,2014,7qbvNcfTfckhCNM8NiR8nN,"['alternative emo', 'emo', 'indie garage rock', 'indie punk', 'indie rock']",128105,54,90,6cPoZUF1MLvQvXkfDGHwsf
111,89,Caribou, Our Love ,2014,4aEnNH9PuU1HF3TsZTru54,"['alternative dance', 'chillwave', 'electronica', 'electropop', 'folktronica', 'indie rock', 'indie soul', 'indietronica', 'intelligent dance music', 'new rave']",486523,65,89,5r4nz5LZHeGUcZCrWbfWkx
112,88,Jenny Hval," Apocalypse, girl ",2015,5eerVxtb9lY9p6D7m89Bs7,"['art pop', 'chamber psych', 'electra', 'escape room', 'experimental pop', 'freak folk', 'norwegian experimental']",44249,40,88,3AeAZfwBgnhmbNEowNFvcB
113,87,Rae Sremmurd, SremmLife ,2015,7iZtZyCzp3LItcw1wtPI3D,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5935348,78,87,6eDx949ONWDCN0O22wFZf7
114,86,Haim, Days Are Gone ,2013,4Ui2kfOqGujY81UcPrb5KE,"['dance pop', 'indie pop', 'metropopolis', 'pop', 'pop rock', 'rock']",944730,75,86,729Vh0HApsm7hGDVjbmtrf
115,85,Jessica Pratt, On Your Own Love Again ,2015,5KTykbPcDB4GYS49jcHbWh,"['ambient folk', 'art pop', 'chamber psych', 'freak folk', 'indie folk', 'indie rock']",47010,48,85,4plpT2Idnip2akI8c9LQP7
116,84,Chance the Rapper, Acid Rap ,2013,1anyVhU62p31KFi8MEzkbf,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",4899206,83,84,2VBcztE58pBKjIDS5oEgFh
117,83,Burial, Rival Dealer EP ,2013,0uCCBpmg6MrPb1KY2msceF,"['bass music', 'dubstep', 'electronica', 'future garage', 'hauntology', 'intelligent dance music', 'microhouse', 'wonky']",272168,52,83,1yVoIc4Hhkhi9ovIcFVLmq
118,82,Girls," Father, Son, Holy Ghost ",2011,6eO95BjZhrWHREMfwC4vVN,"['bay area indie', 'chillwave', 'freak folk', 'indie pop', 'indie rock', 'indie surf', 'noise pop', 'nu gaze']",93278,41,82,66wRO7SK0Wo1KS40en2tua
119,81,Solange, When I Get Home ,2019,2auiVi8sUZo17dLy1HwrTU,"['afrofuturism', 'alternative r&b', 'art pop', 'dance pop', 'electropop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']",1119936,67,81,4WF4HvVT7VjGnVjxjoCR6w
120,80,Aphex Twin, Syro ,2014,6kBDZFXuLrZgHnvmPu9NsG,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']",604816,63,80,6oRuinkJdTge4hpTuClEF8
121,79,Tame Impala, Currents ,2015,5INjqkS1o8h1imAzPqGZBb,"['australian psych', 'neo-psychedelic']",3911148,82,79,79dL7FLiJFOO0EoehUHQBv
122,78,Kurt Vile, Smoke Ring for My Halo ,2011,5gspAQIAH8nJUrMYgXjCJ2,"['alternative rock', 'freak folk', 'indie folk', 'indie rock', 'modern folk rock', 'neo-psychedelic', 'philly indie']",371814,62,78,32a7BrNNTAu7BVb6DcsMLP
123,77,Four Tet, There Is Love in You ,2010,7Eu1txygG6nJttLHbZdQOh,"['alternative dance', 'electronica', 'folktronica', 'indie soul', 'indietronica', 'intelligent dance music', 'new rave']",454092,65,77,6XoxeeeyZgzqUMzUBUSDG9
124,76,Arcade Fire, The Suburbs ,2010,3kjuyTCjPG1WMFCiyc5IuB,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",1768980,71,76,3DrgM5X3yX1JP1liNLAOHI
125,75,The Weeknd, House of Balloons ,2011,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",22402760,95,75,033j4a038P7Uodv9Y2eHZb
126,74,SOPHIE, OIL OF EVERY PEARL’s UN-INSIDES ,2018,5a2w2tgpLwv26BYJf2qYwu,"['art pop', 'dance pop', 'deconstructed club', 'electropop', 'escape room', 'hyperpop', 'indietronica', 'transpop']",156162,56,74,4z3YbEkKWwiIMSJTWUQbTH
127,73,Cardi B, Invasion of Privacy ,2018,4kYSro6naA4h99UJvo89HB,"['pop', 'pop rap', 'rap']",11810629,86,73,4KdtEKjY3Gi0mKiSdy96ML
128,72,Father John Misty," I Love You, Honeybear ",2015,2kGBy2WHvF0VdZyqiVCkDT,"['art pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'stomp and holler']",552429,65,72,2A8IKX257C4hJaYUHMhLP7
129,71,Robyn, Honey ,2018,6UE7nl9mha6s8z0wFQFIZ2,"['art pop', 'dance pop', 'electropop', 'pop', 'pop rock', 'scandipop', 'swedish electropop', 'swedish pop']",659504,68,71,6WZjFvrzwq8SOGe0r8R3qk
130,70,Perfume Genius, No Shape ,2017,2ueoLVCXQ948OfhVvAy3Nn,"['art pop', 'chamber pop', 'chamber psych', 'chillwave', 'electropop', 'experimental pop', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'seattle indie']",258792,63,70,7awgq3vvlsIeA7dZduR9x4
131,69,Drake," If You’re Reading This, It’s Too Late ",2015,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",48112586,98,69,0ptlfJfwGTy0Yvrk14JK1I
132,68,Flying Lotus, Cosmogramma ,2010,29XOeO6KIWxGthejQqn793,"['afrofuturism', 'alternative hip hop', 'electronica', 'escape room', 'experimental hip hop', 'glitch', 'glitch hop', 'hip hop', 'indietronica', 'intelligent dance music', 'jazztronica', 'psychedelic hip hop', 'wonky']",550064,61,68,5c7XChrHxYaqykCZLaGM5f
133,67,Courtney Barnett," Sometimes I Sit and Think, and Sometimes I Just Sit ",2015,4OOlG5eBXSkSAAEeKjJb5Y,"['art pop', 'australian indie', 'indie pop', 'indie rock', 'melbourne indie']",419741,59,67,6PosCDToF5fOdEjTI5PsDX
134,66,Fever Ray, Plunge ,2017,5hE6NCoobhyEu6TRSbjOJY,"['alternative dance', 'art pop', 'electronica', 'electropop', 'new rave', 'swedish electropop', 'swedish synth', 'swedish synthpop']",316400,55,66,3UHMhYzYnfTBEuDxb1JmxC
135,65,Future, Dirty Sprite 2  ,2015,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",8951246,91,65,0fUy6IdLHDpGNwavIlhEsl
136,64,Mitski, Be the Cowboy ,2018,2uYWxilOVlUdk4oV9DvwqK,"['art pop', 'brooklyn indie', 'escape room', 'indie pop', 'indie rock']",316979,67,64,653wRjqO0GOZPQPcXpeAXD
137,63,Danny Brown, XXX ,2011,7aA592KWirLsnfb5ulGWvU,"['alternative hip hop', 'detroit hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",536132,64,63,3vyMhFtK8R0cFoMfnBfztb
138,62,Grouper, Ruins ,2014,31uyAcnY0kjjKKIQZMKX4i,"['ambient', 'ambient pop', 'art pop', 'chamber psych', 'chillwave', 'compositional ambient', 'dream pop', 'drone', 'electra', 'experimental ambient', 'experimental pop', 'fourth world', 'freak folk', 'modern dream pop', 'nu gaze', 'shoegaze', 'slowcore']",103444,51,62,5ElYoVUqRQIlDekD1v6aKa
139,61,Arca, Arca ,2017,4SQdUpG4f7UbkJG3cJ2Iyj,"['art pop', 'chamber psych', 'dance pop', 'deconstructed club', 'electropop', 'escape room', 'experimental pop', 'fluxwork', 'indie r&b', 'indietronica']",137514,61,61,1MQO4j8QExVgmnplbIodEU
140,60,King Krule, The OOZ ,2017,4wyNyxs74Ux8UIDopNjIai,['art pop'],512625,63,60,6Ulu31dfRTpIAud08ZIhXd
141,59,Taylor Swift, Red ,2012,06HL4z0CvFAxyc27GXpf02,"['dance pop', 'pop', 'post-teen pop']",30752858,91,59,1EoDsNmgTLtmwe1BDAVxV5
142,58,Kamasi Washington, The Epic ,2015,6HQYnRM4OzToCYPpVBInuU,"['afrofuturism', 'contemporary jazz', 'indie soul', 'jazz saxophone']",316353,61,58,2j2q2ySuVk43eHB8wI5XQj
143,57,Kendrick Lamar, DAMN. ,2017,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",15016584,88,57,4eLPsYPBmXABThSJ821sqY
144,56,Björk, Vulnicura ,2015,7w29UYBi0qsHi5RTcv3lmA,"['alternative dance', 'art pop', 'dance pop', 'electronica', 'electropop', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'metropopolis', 'permanent wave', 'pop rock', 'trip hop']",1160445,65,56,1ttnHZ0HVGMSMTJdZZ7kYK
145,55,St. Vincent, Strange Mercy ,2011,7bcbShaqKdcyjnmv4Ix8j6,"['art pop', 'electropop', 'escape room', 'etherpop', 'indie pop', 'indie rock', 'indietronica', 'metropopolis']",582627,65,55,1Lci4bx7JIuCC8pnBNX7ds
146,54,Young Thug, Barter 6 ,2015,50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",5359456,91,54,0BsMZIueWsJLWng8A7sE8e
147,53,Jlin, Black Origami ,2017,23QKqAkKwti9zBiac6RFBA,"['afrofuturism', 'art pop', 'deconstructed club', 'electra', 'fluxwork', 'footwork', 'intelligent dance music']",22926,28,53,6m5Jy89Af4LWormzjaMPKd
148,52,LCD Soundsystem, This Is Happening ,2010,066X20Nz7iquqkkCW6Jxy6,"['alternative dance', 'alternative rock', 'dance-punk', 'electronic rock', 'electronica', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']",747586,65,52,4hnqM0JK4CM1phwfq1Ldyz
149,51,DJ Koze, Knock Knock ,2018,1kR99O4MgSTasyeJh8UFCg,"['deep house', 'electronica', 'float house', 'german techno', 'hamburg electronic', 'indie soul', 'microhouse', 'minimal techno', 'tech house']",167174,58,51,0sT4nyNxsvGNQr1O8OR83O
150,50,Grimes, Visions ,2012,053q0ukIDRgzwTr4vNSwab,"['art pop', 'canadian electropop', 'chillwave', 'dance pop', 'electropop', 'grave wave', 'indietronica', 'metropopolis']",1124972,72,50,48a7rOjTzpD1zzJAteeveE
151,49,Oneohtrix Point Never, Replica ,2011,2wPDbhaGXCqROrVmwDdCrK,"['ambient', 'art pop', 'chamber psych', 'chillwave', 'compositional ambient', 'drone', 'electronica', 'escape room', 'experimental pop', 'fluxwork', 'fourth world', 'freak folk', 'hauntology', 'indietronica', 'intelligent dance music', 'microhouse', 'outsider house', 'vaporwave', 'wonky']",124384,52,49,1DtXzewBvv5vZBnl3ZmJqo
152,48,ANOHNI, Hopelessness ,2016,6VJZYivuYJGCrPuOAnI7Qo,"['art pop', 'chamber psych', 'escape room', 'experimental pop', 'metropopolis', 'transpop']",95547,40,48,3dAx4u7AJy72a6M1ms6uYF
153,47,Carly Rae Jepsen, E•MO•TION ,2015,6sFIWsNpZYqfjUpaCgueju,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",4154872,76,47,6UjZgFbK6CQptu8aOobzPV
154,46,The Knife, Shaking the Habitual ,2013,7eQZTqEMozBcuSubfu52i4,"['alternative dance', 'art pop', 'dance-punk', 'electroclash', 'electronica', 'electropop', 'gothenburg indie', 'neo-synthpop', 'new rave', 'swedish electropop', 'swedish synthpop']",371239,54,46,6GWQ6fq8krujlglglMPyPu
155,45,Mount Eerie, A Crow Looked at Me ,2017,4Sw0SFu1fFdYXdAEVdrqnO,"['alternative rock', 'anti-folk', 'art pop', 'freak folk', 'indie folk', 'indie rock', 'lo-fi', 'melancholia', 'slowcore', 'washington indie']",84516,44,45,5p64XgvFREt1P6mC7Xl6XN
156,44,A Tribe Called Quest, We got it from Here... Thank You 4 Your service ,2016,09hVIj6vWgoCDtT03h8ZCa,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",1242533,70,44,3WvQpufOsPzkZvcSuynCf3
157,43,Sky Ferreira," Night Time, My Time ",2013,7pyhre5oEEFMqcgMEvJY7q,"['art pop', 'candy pop', 'dance pop', 'electropop', 'escape room', 'indietronica', 'la indie', 'metropopolis', 'neo-synthpop']",383720,53,43,1bvCVYPVl445mO690M2dOr
158,42,Erykah Badu, New Amerykah Part Two: Return of the Ankh ,2010,7IfculRW2WXyzNQ8djX8WX,"['afrofuturism', 'hip hop', 'neo soul', 'r&b', 'soul', 'urban contemporary']",1837131,70,42,1MOub955Uer957RVqqkF2a
159,41,Beyoncé, Lemonade ,2016,6vWDO969PvNqNYHIOW5v0m,"['dance pop', 'pop', 'post-teen pop', 'r&b']",23601025,89,41,7dK54iZuOxXFarGhXwEXfF
160,40,Charli XCX, Pop 2 ,2017,25uiPmTg16RbhZWAqwLBy5,"['candy pop', 'dance pop', 'electropop', 'escape room', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",2062874,78,40,2HIwUmdxEl7SeWa1ndH5wC
161,39,Bill Callahan, Apocalypse ,2011,7gqsi6aBSkRMJoL9psKqMr,"['alternative country', 'anti-folk', 'art pop', 'chamber pop', 'freak folk', 'indie folk', 'indie rock', 'slowcore']",93217,55,39,13VVtuvboNAaPFcKsQsjLP
162,38,Tierra Whack, Whack World ,2018,4lPl9gqgox3JDiaJ1yklKh,"['alternative r&b', 'escape room']",256722,70,38,3ogNAkUhvQy0cFOfLoR6Y8
163,37,David Bowie, Blackstar ,2016,0oSGxfWSnnOXhD2fKuz2Gy,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'rock']",5700336,81,37,2w1YJXWMIco6EBf0CovvVN
164,36,Rosalía, El Mal Querer ,2018,7ltDVBr6mKbRvohxheJ9h1,['r&b en espanol'],3710851,84,36,355bjCHzRJztCzaG5Za4gq
165,35,Blood Orange, Cupid Deluxe ,2013,6LEeAFiJF8OuPx747e1wxR,"['alternative r&b', 'art pop', 'chillwave', 'electropop', 'escape room', 'indie soul', 'indietronica', 'metropopolis']",498651,66,35,1bsLkHcWAGUao6Z1dHOEIB
166,34,Vince Staples, Summertime ’06 ,2015,68kEuyFKyqrdQQLLsmiatm,"['conscious hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",1140398,72,34,4Csoz10NhNJOrCTUoPBdUD
167,33,Big Thief, U.F.O.F. ,2019,5QdyldG4Fl4TPiOIeMNpBZ,"['art pop', 'brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'small room', 'stomp and holler']",246253,63,33,5X0bIKvPtSDo4NpXqgrB6p
168,32,Bon Iver, Bon Iver ,2011,4LEiUm1SRbFMgfqnQTwUbQ,"['eau claire indie', 'indie folk', 'melancholia', 'slowcore']",2664676,76,32,1JlvIsP2f6ckoa62aN7kLn
169,31,Beyoncé, 4 ,2011,6vWDO969PvNqNYHIOW5v0m,"['dance pop', 'pop', 'post-teen pop', 'r&b']",23601025,89,31,1gIC63gC3B7o7FfpPACZQJ
170,30,Mitski, Puberty 2 ,2016,2uYWxilOVlUdk4oV9DvwqK,"['art pop', 'brooklyn indie', 'escape room', 'indie pop', 'indie rock']",316979,67,30,16i5KnBjWgUtwOO7sVMnJB
171,29,Deerhunter, Halcyon Digest ,2010,38zTZcuN7nFvVJ6auhc6V3,"['alternative dance', 'alternative rock', 'art pop', 'atlanta indie', 'chamber psych', 'chillwave', 'dance-punk', 'dream pop', 'electronica', 'experimental rock', 'freak folk', 'garage psych', 'indie pop', 'indie rock', 'lo-fi', 'modern alternative rock', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'noise rock', 'nu gaze', 'shoegaze', 'slowcore']",291874,57,29,1HUMjB15ARg96KIypcGzYY
172,28,FKA twigs, LP1 ,2014,6nB0iY1cjSY1KyhYyuIIKH,"['afrofuturism', 'art pop', 'dance pop', 'electropop', 'escape room', 'indie r&b', 'pop', 'trip hop']",694646,73,28,5VqGGKeWpIBRFh4M4XmqDK
173,27,Earl Sweatshirt, Some Rap Songs ,2018,3A5tHz1SfngyOZM2gItYKu,"['alternative hip hop', 'escape room', 'experimental hip hop', 'hip hop', 'rap', 'underground hip hop']",1230364,70,27,66at85wgO2pu5CccvqUF6i
174,26,Angel Olsen, Burn Your Fire for No Witness ,2014,6mKqFxGMS5TGDZI3XkT5Rt,"['alternative americana', 'art pop', 'chamber psych', 'freak folk', 'indie pop', 'indie rock']",279262,60,26,358elHWlgNqitp1lenb5Jn
175,25,Jamie xx, In Colour ,2015,7A0awCXkE1FtSU8B0qwOJQ,"['electronica', 'future garage', 'indie soul', 'indietronica', 'new rave']",606934,64,25,01uabHpYa9AA55wc6AwRQL
176,24,SZA, CTRL ,2017,7tYKF4w9nC0nq9CsPZTHyP,"['pop', 'pop rap', 'rap']",3463170,81,24,76290XdXVF9rPzGdNRWdCh
177,23,Kacey Musgraves, Golden Hour ,2018,70kkdajctXSbqSMJbQO424,"['contemporary country', 'country dawn', 'pop', 'texas country']",799775,75,23,7f6xPqyaolTiziKf5R5Z0c
178,22,Destroyer, Kaputt ,2011,22ojy4H4ZVpowC4lRRC8In,"['alternative dance', 'alternative rock', 'art pop', 'art rock', 'canadian indie', 'chamber pop', 'chamber psych', 'chillwave', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'noise pop', 'slowcore', 'stomp and holler', 'vancouver indie']",125426,51,22,4WtvNVR7QeHUZGtHth9zND
179,21,Beach House, Teen Dream ,2010,56ZTgzPBDge0OvCGgMO3OY,"['art pop', 'baltimore indie', 'chillwave', 'dream pop', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'modern dream pop']",961815,68,21,4sYpTER2iT2Y7Kf4VsfUne
180,20,DJ Rashad, Double Cup ,2013,4zGBj9dI63YIWmZkPl3o7V,"['bass music', 'footwork', 'ghettotech', 'outsider house']",23636,36,20,21dsgJBSUM6IvAGFjfotgF
181,19,Lana Del Rey, Norman Fucking Rockwell! ,2019,00FQb4jTyendYWaN8pK0wa,"['art pop', 'pop']",10788733,85,19,5XpEKORZ4y6OrCZSKsi46A
182,18,Kendrick Lamar," good kid, m.A.A.d. city ",2012,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",15016584,88,18,6PBZN8cbwkqm1ERj2BGXJ1
183,17,Sufjan Stevens, Carrie & Lowell ,2015,4MXUO7sVCaFgFjoTI5ox5c,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']",1109298,74,17,0U8DeqqKDgIhIiWOdqiQXE
184,16,Joanna Newsom, Have One on Me ,2010,4gn6f5jaOO75s0oF7ozqGG,"['chamber folk', 'chamber pop', 'freak folk', 'harp', 'new weird america']",86605,39,16,4ZFCqS8Ye5qgp4w7Sq09T4
185,15,Kanye West, Yeezus ,2013,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'rap']",12079848,91,15,7D2NdGvBHIavgLhmcwhluK
186,14,Lorde, Melodrama ,2017,163tK9Wjr9P9DmM0AVK7lm,"['art pop', 'dance pop', 'metropopolis', 'nz pop', 'pop']",6127522,79,14,2B87zXm9bOWvAJdkJBTpzF
187,13,Drake, Take Care ,2011,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",48112586,98,13,6X1x82kppWZmDzlXXK3y3q
188,12,Rihanna, ANTI ,2016,5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",38213871,90,12,48i37aZTC1prDr4EcpQeEa
189,11,Grimes, Art Angels ,2015,053q0ukIDRgzwTr4vNSwab,"['art pop', 'canadian electropop', 'chillwave', 'dance pop', 'electropop', 'grave wave', 'indietronica', 'metropopolis']",1124972,72,11,5hB4jVN4ZHpubyiMmW81K1
190,10,Frank Ocean, Channel Orange ,2012,2h93pZq0e7k5yf4dywlkpM,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",6059085,85,10,392p3shh2jkxUxY2VHvlH8
191,9,D’Angelo & the Vanguard, Black Messiah ,2014,336vr2M3Va0FjyvB55lJEd,"['alternative r&b', 'funk', 'hip hop', 'indie soul', 'neo soul', 'soul']",893478,66,9,5Hfbag0SsHxafx1SySFSX6
192,8,Robyn, Body Talk ,2010,6UE7nl9mha6s8z0wFQFIZ2,"['art pop', 'dance pop', 'electropop', 'pop', 'pop rock', 'scandipop', 'swedish electropop', 'swedish pop']",659504,68,8,0Rzg7fqyWE39G6wKipxrns
193,7,Vampire Weekend, Modern Vampires of the City ,2013,5BvJzeQpmsdsFp4HGUYUEx,"['baroque pop', 'indie pop', 'indie rock', 'modern rock', 'rock']",1586365,72,7,2Qi2SySN2ePZwMLDSv9Krn
194,6,Solange, A Seat at the Table ,2016,2auiVi8sUZo17dLy1HwrTU,"['afrofuturism', 'alternative r&b', 'art pop', 'dance pop', 'electropop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']",1119936,67,6,3Yko2SxDk4hc6fncIBQlcM
195,5,Fiona Apple, The Idler Wheel Is Wiser Than the Driver of the Screw and Whipping Cords Will Serve You More Than Ropes Will Ever Do ,2012,3g2kUQ6tHLLbmkV7T4GPtL,"['art pop', 'chamber pop', 'indie pop', 'lilith', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']",674546,66,5,6B5favhKTShFTjRLsKIUfa
196,4,Kendrick Lamar, To Pimp a Butterfly ,2015,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",15016584,88,4,7ycBtnsMtyVbbwTfJwRjSP
197,3,Beyoncé, Beyoncé ,2013,6vWDO969PvNqNYHIOW5v0m,"['dance pop', 'pop', 'post-teen pop', 'r&b']",23601025,89,3,2UJwKSBUz6rtW4QLK74kQu
198,2,Kanye West, My Beautiful Dark Twisted Fantasy ,2010,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'rap']",12079848,91,2,20r762YmB5HeofjMCiPMLv
199,1,Frank Ocean, Blonde ,2016,2h93pZq0e7k5yf4dywlkpM,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",6059085,85,1,3mH6qwIy9crq0I9YQbOuDf
